1.666434,9.101794
5.760339,10.27437
6.534707,16.51682
7,26.50041
9.783157,26.47922
13.74577,21.23854
15.53673,26.69677
16.52217,15.5148
20.53874,19.46297
23,28
24.57313,14.93321
24.77355,2.319998
25.49494,14.42155
28.52217,19.4852
32.55017,4.479729
32.16517,31.8832
34.82673,13.88251
34.46439,32.44413
36,3
35.39804,19.28446
37.19822,9.285506
43.46804,7.527452
44.60746,14.0967
53.2203,15.83234
