7.460288,8.855747
12.69758,14.70381
13.44658,9.525295
15.5,4
15.59986,22.99402
20.45563,27.60377
20.52217,9.485204
22.935,26.5948
24.41935,3.107772
24,15.4996
24.50506,20.57845
25.42927,20.26864
27.66428,4.077336
30.43234,9.69084
31.57073,14.73136
32.5,9
31.52711,19.46506
32.29964,14.36525
32.52217,25.5148
36.61967,13.55877
38.03981,25.35369
39.38826,18.62074
40,7
41.5,18
42,12
41.86767,27.67075
43,6
45,17
46.5,5.000001
48.22256,30.0049
50.5255,3.681664
50.83837,15.64879
51.66888,12.91353
53.02329,3.088302
53.91568,27.92075
