8.516265,14.48631
8.436943,9.002291
10.24765,29.49167
10.51654,9.489142
13,16.5
14.80274,4.339399
15.52217,10.4852
15.77291,17.72736
16.61174,27.37926
17.92087,5.706971
21.77675,5.437553
22.50506,26.57845
22.52217,11.4852
22.66124,19.5672
23.49494,26.42155
28,3.129724
27.52217,12.4852
29.44658,19.4747
35.71426,32.12428
38.44387,20.501
39.53104,7.255831
41.50507,26.42155
40.83279,33.28412
42.49494,26.57845
44.18698,34.88237
44.52217,12.5148
44.49494,19.42155
47.72139,3.31498
48.52217,26.5148
50.50506,11.57845
51.92939,18.67925
56.04611,9.995754
60.01864,3.746566
59.00373,9.157405
59.89025,26.54743
63.21714,8.166547
63.24421,13.15198
